A,B , Total 
769917180934848513,18: Goal. City double their lead from a set piece. De Bruyne delivers a free-kick and Fernandinho powers home the header [2-0] ? #MCYWHU,Sun Aug 28 21:18:54 BDT 2016
769917181031223297,Fernandinho! Wow this dominant display in the first 20 min. 2:0 ?? #cityvwhu,Sun Aug 28 21:18:54 BDT 2016
769917180876054529,Fernandinho bullet header. Love that #MCFC,Sun Aug 28 21:18:54 BDT 2016
769917181278707713,Manchester City v WestHam Live Stream: https://t.co/kIaSvZ8oR1      #aguero #ManchesterCity #ManCity #cmoncity #mcfc #cityvwhu

12993,Sun Aug 28 21:18:55 BDT 2016
769917181375156225,@fernandinho sublime #mcfc,Sun Aug 28 21:18:55 BDT 2016
769917181882671104,Another great goal #whufc  shocking.,Sun Aug 28 21:18:55 BDT 2016
769917181882724352,Thumping header with utter simplicity! #MCIWHU,Sun Aug 28 21:18:55 BDT 2016
769917182105030659,This could get embarrassing #WestHam,Sun Aug 28 21:18:55 BDT 2016
769917182905946112,RT @Aaron_Cresswell: Come on boys! Repeat of last season!! ????? #coyi,Sun Aug 28 21:18:55 BDT 2016
769917182646054912,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:18:55 BDT 2016
769917183212261377,2-0 City. Absolutely wonderful free kick from De Bruyne, #WHUFC static, Fernanndinho heads home. Far too easy again. #MCIWHU,Sun Aug 28 21:18:55 BDT 2016
769917183170404352,RT @ELEGBETE1: I would bet anything that @ManCity would beat @ManUtd home and away. Question is who would stop Pep Guardiola from winning t?,Sun Aug 28 21:18:55 BDT 2016
769917183212257280,2-0 City. Absolutely wonderful free kick from De Bruyne, #WHUFC static, Fernanndinho heads home. Far too easy again. #MCIWHU,Sun Aug 28 21:18:55 BDT 2016
769917183573000192,GOOOOAAAAAALLLL

Fernandinho!

#MCFC 2 - 0 #WHUFC

Did somebody say floodgates?!,Sun Aug 28 21:18:55 BDT 2016
769917184571244544,What a bullet! 2-0 after 18 minutes. How many will @ManCity end up scoring?,Sun Aug 28 21:18:55 BDT 2016
769917182968987652,18? Goal Man City
Man City 2:0 West Ham
#MCIWHU https://t.co/t3nkdBn8IT,Sun Aug 28 21:18:55 BDT 2016
769917185225555973,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:18:55 BDT 2016
769917185129123840,West Ham defensively are all over the place. This could be 5 or 6 today. #whu #mci,Sun Aug 28 21:18:55 BDT 2016
769917185888284673,@ManCity nice goal.....cmon city,Sun Aug 28 21:18:56 BDT 2016
769917186844549120,That ball in from KDB ?????? #MCIWHU,Sun Aug 28 21:18:56 BDT 2016
769917187318505472,What a ball #KDB #MCFC,Sun Aug 28 21:18:56 BDT 2016
769917187247247360,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:18:56 BDT 2016
769917187997835268,Great play! @ManCity,Sun Aug 28 21:18:56 BDT 2016
769917187272343553,.@SpencerOwen well RIP West Ham #CTID,Sun Aug 28 21:18:56 BDT 2016
769917186613866497,18? Goal Man City
Man City 2:0 West Ham
#MCIWHU https://t.co/DRH8QfhR4Y,Sun Aug 28 21:18:56 BDT 2016
769917188463550464,Who said we need another striker??? @ManCity #mcfc #mcfcvwhufc,Sun Aug 28 21:18:56 BDT 2016
769917189562441728,Please stop this #whufc,Sun Aug 28 21:18:57 BDT 2016
769917189981863936,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:18:57 BDT 2016
769917190841602048,Another Goooooaaal ! what a header by fernandinho #MCFC,Sun Aug 28 21:18:57 BDT 2016
769917190640459777,#MCFC a yesss,,, Another great goal with assist by sterling...hehe????????????,Sun Aug 28 21:18:57 BDT 2016
769917192284569600,Turned that load of shit off #MCYWHU #WestHam,Sun Aug 28 21:18:57 BDT 2016
769917192490147841,City have this game in the bag #cityvwhu,Sun Aug 28 21:18:57 BDT 2016
769917192339132417,we are in big trouble this season what a shit formation #WHUFC,Sun Aug 28 21:18:57 BDT 2016
769917192880226304,Fernandinho heads in from a brilliant De Bruyne free-kick, free header. Man City 2-0 up, West Ham being embarrassed. #MCIWHU,Sun Aug 28 21:18:57 BDT 2016
769917192947261440,Dunno if City look decent or West Ham look dire .. ?? #cityvwhu,Sun Aug 28 21:18:57 BDT 2016
769917193534320640,RT @Football__Tweet: GOAL: Manchester City 2 - 0 West Ham United. Fernandinho floats in and heads home from a brilliant Kevin De Bruyne cro?,Sun Aug 28 21:18:57 BDT 2016
769917193517731841,What a ball from KDB. City look so so good. West Ham the opposite. #MCIWHU,Sun Aug 28 21:18:57 BDT 2016
769917193807069184,What is defense @WestHamUtd??,Sun Aug 28 21:18:58 BDT 2016
769917193777741824,Wow, what a header! #MCIWHU,Sun Aug 28 21:18:58 BDT 2016
769917194247499776,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:18:58 BDT 2016
769917193731633153,@ManCity 
#ManCity Vs #WestHamUnited Live Stream On HD To Mobile Or PC
https://t.co/CRORNVQqva,Sun Aug 28 21:18:58 BDT 2016
769917195581349889,RT @OfficialDjDel: 2-0 up what you saying!!! #MCFC,Sun Aug 28 21:18:58 BDT 2016
769917196638253056,Gol de Fernandinho min 18 Man City 2-0 West Ham #PremierLeague,Sun Aug 28 21:18:58 BDT 2016
769917197305180160,RT @Fpl_Updates: GOAL to Manchester City 2-0
Fernandinho with the goal
De Bruyne with the assist
#MCIWHU,Sun Aug 28 21:18:58 BDT 2016
769917197380644865,Anyone think west ham might go down? #COYI #WestHam,Sun Aug 28 21:18:58 BDT 2016
769917197808304128,RT @Football__Tweet: GOAL: Manchester City 2 - 0 West Ham United. Fernandinho floats in and heads home from a brilliant Kevin De Bruyne cro?,Sun Aug 28 21:18:58 BDT 2016
769917198001442816,RT @GoalcomNigeria: GAME ONE: @ManCity already grabbing the lead against @WestHamUtd. Follow LIVE https://t.co/INdgzzOag7 https://t.co/hmED?,Sun Aug 28 21:18:59 BDT 2016
769917198697725952,Wow. Oh man, this City team is SCARY. #MCIWHU,Sun Aug 28 21:18:59 BDT 2016
769917199112933376,@ManCity fuck,Sun Aug 28 21:18:59 BDT 2016
769917199502942208,Goal! #MCFC are now 2-0 up. Fernandinho with the header!,Sun Aug 28 21:18:59 BDT 2016
769917199347806208,RT @premierleague: GOAL Man City 1-0 West Ham (7 mins). Nolito pulls it back to the penalty spot where Raheem Sterling arrives to convert #?,Sun Aug 28 21:18:59 BDT 2016
769917199742078976,Fernandinho will score today.. #MyPrediction #ManchesterCity,Sun Aug 28 21:18:59 BDT 2016
769917199733579780,Manchester City 2 - 0 West Ham United

#cityvwhu,Sun Aug 28 21:18:59 BDT 2016
769917200161320964,RT @Fpl_Updates: GOAL to Manchester City 2-0
Fernandinho with the goal
De Bruyne with the assist
#MCIWHU,Sun Aug 28 21:18:59 BDT 2016
769917200417390592,I think @bho52 is ready for football season to start. Poor thing is even watching @premierleague soccer right now.,Sun Aug 28 21:18:59 BDT 2016
769917201742573569,Goaaaaaaaaaaallllll!!!! 2-0 #MCIWHU,Sun Aug 28 21:18:59 BDT 2016
769917202560610304,De Bruyne with a great whipped free kick into the box then Fernandinho thunders a header into the net. 2-0 #MCIWHU,Sun Aug 28 21:19:00 BDT 2016
769917203412058112,WHAT A HEADER. Fernandinho the Crap Herrera #MCFC,Sun Aug 28 21:19:00 BDT 2016
769917203512750080,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:19:00 BDT 2016
769917203755958272,The #belginger @DeBruyneKev to @fernandinho!!! #mcfc,Sun Aug 28 21:19:00 BDT 2016
769917204133474304,This is a training exercise for City, woeful from West Ham #MCYWHU,Sun Aug 28 21:19:00 BDT 2016
769917204548689921,@WestHamUtd disgraceful,Sun Aug 28 21:19:00 BDT 2016
769917204854743040,Excellent free kick given and excellent header from Fernandinho
#MCIWHU #BPL #valioliiga,Sun Aug 28 21:19:00 BDT 2016
769917204771041280,Sublime. KDB with a peach of a freekick - right onto the head of Fernandino and #MCFC are now 2-0 up v #WHU #PremierLeague,Sun Aug 28 21:19:00 BDT 2016
769917205005742080,United Games App lets play. Your invitation number is 22f156
 https://t.co/iWWUzTtpa6  #united #games #sports #fantasy #football #nfl #app,Sun Aug 28 21:19:00 BDT 2016
769917204909481985,@WestHamUtd fucking state of your club,Sun Aug 28 21:19:00 BDT 2016
769917205152534528,The hammers are on course to get hammered here. 2-0 and #ManCity look hungry for more. #mcwfc,Sun Aug 28 21:19:00 BDT 2016
769917205052096512,RT @ManCityMEN: 2-0 to #MCFC! This is brilliant https://t.co/PF7ex0qxW4,Sun Aug 28 21:19:00 BDT 2016
769917202900328449,18? Goal Man City
Man City 2:0 West Ham
#MCIWHU https://t.co/N0CruJz1qe,Sun Aug 28 21:19:00 BDT 2016
769917205425319936,2nil City #MCFC,Sun Aug 28 21:19:00 BDT 2016
769917206574444547,RT @jelynchjr: .@ManCity are filthy this year,Sun Aug 28 21:19:01 BDT 2016
769917206163447813,This is my City! My only City! #mcfc,Sun Aug 28 21:19:00 BDT 2016
769917206390079488,De Bruyne?s freekick is inch perfect, pace and precision! 

#MCFC 2-0 #WHUFC #assist,Sun Aug 28 21:19:01 BDT 2016
769917206692061186,Wow. City are starting to look an awful lot like Barcelona from the Pep days.  #PremierLeague,Sun Aug 28 21:19:01 BDT 2016
769917206717145088,De Bruyne?s freekick is inch perfect, pace and precision! 

#MCFC 2-0 #WHUFC #assist,Sun Aug 28 21:19:01 BDT 2016
769917207300206592,Who will surely win the up-coming #sports game? Try out this smart tool https://t.co/tmtjnJ5HKQ,Sun Aug 28 21:19:01 BDT 2016
769917207266619392,vistointv16: Full Match #EPL #premierleague 16/17 - #WestBromwichAlbion vs. #Middlesbrough - 28/08/2016 Torrent: https://t.co/TP0bve7YSh,Sun Aug 28 21:19:01 BDT 2016
769917206301933568,RT @mundodeportivo: ¡Gol de Fernandinho! Manchester City 2-0 West Ham, EN DIRECTO https://t.co/ZQEuo2a541 #PL,Sun Aug 28 21:19:01 BDT 2016
769917206398439424,De Bruyne?s freekick is inch perfect, pace and precision! 

#MCFC 2-0 #WHUFC #assist,Sun Aug 28 21:19:01 BDT 2016
769917207501533184,City making it look easy #MCIWHU,Sun Aug 28 21:19:01 BDT 2016
769917208071766016,Clinical ball in by De Bruyne. 2-0. West Ham keeper is irate; he had no chance to stop that. #MCIWHU,Sun Aug 28 21:19:01 BDT 2016
769917207950323713,RT @OfficialFPL: GOAL - Sterling
ASSIST - Nolito 

Man City 1-0 West Ham

#MCIWHU #FPL,Sun Aug 28 21:19:01 BDT 2016
769917208344535040,RT @StunningXhaka: Go back to the Championship @WestHamUtd,Sun Aug 28 21:19:01 BDT 2016
769917208206139392,Lija Womens Resolute Tank Top https://t.co/33eNYjU9cA #sports #lija https://t.co/6nn4t3TdQz,Sun Aug 28 21:19:01 BDT 2016
769917208428367872,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:19:01 BDT 2016
769917208541667328,@davidgold @WestHamUtd had enough this crap again joke slavan becoming a joke team a joke,Sun Aug 28 21:19:01 BDT 2016
769917203621744640,Goooooooaaaaal!!! #Fernandinho ????#MCFC https://t.co/nXzOmR4o1J,Sun Aug 28 21:19:00 BDT 2016
769917208852099072,What a goal #mcfc,Sun Aug 28 21:19:01 BDT 2016
769917209460244481,FUCKKKKKKK SAKEE!  RIP ? ? @WestHamUtd #westham,Sun Aug 28 21:19:01 BDT 2016
769917209347035136,De Bruynes set piece accuracy is becoming as good as Beckhams! #player #mcfc,Sun Aug 28 21:19:01 BDT 2016
769917210122936320,#MCIWHU I thought refs were stamping down on abusive language and behaviour? If so he needs to have a word with Stirling about his hair!x,Sun Aug 28 21:19:01 BDT 2016
769917209867157504,RT @mavundla_palesa: Everywhere he goes?? https://t.co/xGaI3TaCtx,Sun Aug 28 21:19:01 BDT 2016
769917210194284544,RT @ifuseekamy_: Game over, useless @WestHamUtd,Sun Aug 28 21:19:01 BDT 2016
769917210366087168,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:19:01 BDT 2016
769917210814996480,I give up Fuck off Westham load of shit #WHUFC #COYI,Sun Aug 28 21:19:02 BDT 2016
769917211330826240,wowowowoowwo that was incredible!!! CITY IS LIT ?????? @ManCity,Sun Aug 28 21:19:02 BDT 2016
769917211699978240,2-0 @ManCity what a team absolutely incredible,Sun Aug 28 21:19:02 BDT 2016
769917212043993093,The Premier League title race is going to be incredible this season, #PremierLeague,Sun Aug 28 21:19:02 BDT 2016
769917212459044864,Fantastic header.. City on roll! #MCIWHU,Sun Aug 28 21:19:02 BDT 2016
769917212199100416,@WestHamUtd Announce relegation,Sun Aug 28 21:19:02 BDT 2016
769917212496920576,GOAL Man City 1-0 West Ham (7 mins). Nolito pulls it back to the penalty spot where Raheem Sterling arrives to convert #MCIWHU,Sun Aug 28 21:19:02 BDT 2016
769917212257816576,#ManCity screwing #WestHam really hard... reverse cowgirl style. 2-0 up in 17mins,Sun Aug 28 21:19:02 BDT 2016
769917213033762816,@WestHamUtd LOL LIQUIDATE,Sun Aug 28 21:19:02 BDT 2016
769917213184761856,Manchester City v WestHam Live Stream: https://t.co/0OwfxfmMZt      #MCIWHU #PL #cfc #cityvwhu #WHUFC #sports #gameday #BPL

38291,Sun Aug 28 21:19:02 BDT 2016
769917213637836801,RT @WestHamUtd: FT: Manchester City 6-0 West Ham United #WHUFC,Sun Aug 28 21:19:02 BDT 2016
769917214166220800,HOW CAN HE HAVE A FREE HEADER IN THE BOX U FUCKING BLIND CUNTS @WestHamUtd,Sun Aug 28 21:19:02 BDT 2016
769917213822386176,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:19:02 BDT 2016
769917215617409024,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:19:03 BDT 2016
769917215885754368,RT @OfficialDjDel: 2-0 up what you saying!!! #MCFC,Sun Aug 28 21:19:03 BDT 2016
769917215802032128,#MCIWHU game over.,Sun Aug 28 21:19:03 BDT 2016
769917215709757441,Stunning header wat a goal..!! #MCIWHU 2-0,Sun Aug 28 21:19:03 BDT 2016
769917215772708864,GOAL!!
#MCFC 2 #WHUFC 0 and this could get messy!
Fernandinho with the header in 18th min. #EPL 
https://t.co/tk3uzjn8ys,Sun Aug 28 21:19:03 BDT 2016
769917215869206532,.@WestHamUtd You lot are utter shit,Sun Aug 28 21:19:03 BDT 2016
769917216376651776,West Ham are going to get stuffed #cityvwhu #PremierLeague,Sun Aug 28 21:19:03 BDT 2016
769917217429262336,FERNAAAAAAAANDINHOOOO!!!! What a header! What a superb assist by KDB!! Shaaaarrrppp!!! 2 up now! @ManCity #poznan,Sun Aug 28 21:19:03 BDT 2016
769917217408294912,RT @StuBrennanMEN: Another brilliant free kick delivery from @DeBruyneKev and Dinho ghosted in to thump the header home. #MCFC cruising,Sun Aug 28 21:19:03 BDT 2016
769917217207099393,RT @SuperSportTV: West Ham complete the signing of Italian striker Simone Zaza on loan from Juventus -> https://t.co/VhjZZhEl0h #PL https:/?,Sun Aug 28 21:19:03 BDT 2016
769917219765559296,Man City Double The Lead???????????? #MCIWHU,Sun Aug 28 21:19:04 BDT 2016
769917220524847105,Oh FFS!! #MCIWHU,Sun Aug 28 21:19:04 BDT 2016
769917220155633668,@ManCity 

Here is the tweet Man City deleted
https://t.co/GvP2GHtmBB,Sun Aug 28 21:19:04 BDT 2016
769917220931665920,#ManCity Vs #WestHamUnited Live Stream On HD To Mobile Or PC
https://t.co/CRORNVQqva
#MCYWHU #cityvwhu #mcfc #cityvwhu #WHUFC #PL #COYI 31,Sun Aug 28 21:19:04 BDT 2016
769917221149761536,Manchester City v WestHam Live Stream: https://t.co/I3NmJ0DRXg      #football #voetball #goals  #PremierLeague #cityvwhu

6851,Sun Aug 28 21:19:04 BDT 2016
769917221262860288,@ManCity beautiful ball,Sun Aug 28 21:19:04 BDT 2016
769917222416449536,RT @premierleague: GOAL Man City 1-0 West Ham (7 mins). Nolito pulls it back to the penalty spot where Raheem Sterling arrives to convert #?,Sun Aug 28 21:19:04 BDT 2016
769917222705782785,City doing Pep things. #mcfc,Sun Aug 28 21:19:04 BDT 2016
769917222831681537,#PremierLeague West Ham lost before they started,Sun Aug 28 21:19:04 BDT 2016
769917223326486530,RT @ManCity: 10. OH YES! #cityvwhu #mcfc https://t.co/nYYqwQaw37,Sun Aug 28 21:19:05 BDT 2016
769917223192424448,@AllHailGael @travmillr @premierleague yeah ok,Sun Aug 28 21:19:05 BDT 2016
769917224534540289,Class delivery???? #MCIWHU,Sun Aug 28 21:19:05 BDT 2016
769917224647884804,Thank you!!!!!!  #MCFC,Sun Aug 28 21:19:05 BDT 2016
769917225193107456,RT @premierleague: GOAL Man City 1-0 West Ham (7 mins). Nolito pulls it back to the penalty spot where Raheem Sterling arrives to convert #?,Sun Aug 28 21:19:05 BDT 2016
769917224505270276,Would be amazing if they went down after getting that shite new stadium #WestHam,Sun Aug 28 21:19:05 BDT 2016
769917225755111424,RT @OfficialDjDel: 2-0 up what you saying!!! #MCFC,Sun Aug 28 21:19:05 BDT 2016
769917225423757312,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:19:05 BDT 2016
769917226505867264,Game over. #MCIWHU,Sun Aug 28 21:19:05 BDT 2016
769917227181244416,What the fuck is this shit?!! @WestHamUtd Got to do better. ?,Sun Aug 28 21:19:05 BDT 2016
769917227822878720,3 centre backs and we consider from a free header, absolutely shocking defending #MCYWHU,Sun Aug 28 21:19:06 BDT 2016
769917228204515328,2 - 0 and Man City doubles their lead #PremierLeague,Sun Aug 28 21:19:06 BDT 2016
769917228217098240,Fernandinho headers home the second, great ball from KDB #comeonCity #MCIWHU #mcfc,Sun Aug 28 21:19:06 BDT 2016
769917228363943937,spa day in full effect ????thanks baby ?? #spaday #thebiltmore #biltmorespa #cityview #cloudporn? https://t.co/ryFa5ML97d,Sun Aug 28 21:19:06 BDT 2016
769917228129062912,@WestHamUtd relegation imminent,Sun Aug 28 21:19:06 BDT 2016
769917227416027136,GOAL! Man City 2-0 West Ham

Fernandinho powers in a header - not looking good for #whufc... https://t.co/f8EQtg79Pe https://t.co/Kpx7EXa0LD,Sun Aug 28 21:19:06 BDT 2016
769917228737265664,Fernandinho!!!!!!!!!!! What a header. Increasingly ball in by KDB. #city 2-0 #cityvwhu,Sun Aug 28 21:19:06 BDT 2016
769917229131567104,WHAT IS HAPPENING? 
#MCIWHU ????????????,Sun Aug 28 21:19:06 BDT 2016
769917229672439808,RT @StuBrennanMEN: Another brilliant free kick delivery from @DeBruyneKev and Dinho ghosted in to thump the header home. #MCFC cruising,Sun Aug 28 21:19:06 BDT 2016
769917229836201984,West Ham look awful  #MCIWHU,Sun Aug 28 21:19:06 BDT 2016
769917230461181953,Beautiful delivery, the finish is brilliant #MCIWHU,Sun Aug 28 21:19:06 BDT 2016
769917230868008960,@ManCity By my calculations this game is already 9 million percent* more entertaining than West Brom v Middlesbrough,Sun Aug 28 21:19:06 BDT 2016
769917230926688256,FOR FUCK SAKE @WestHamUtd ruined my week again, cheers,Sun Aug 28 21:19:06 BDT 2016
769917231740379136,RT @WestHamUtd: 18: Goal. City double their lead from a set piece. De Bruyne delivers a free-kick and Fernandinho powers home the header [2?,Sun Aug 28 21:19:07 BDT 2016
769917232067391488,GOAL!! City take a 2-0 lead. Fernandinho with the header, De Bruyne with the ball. 

https://t.co/v07SyLDBBl
#MCIWHU,Sun Aug 28 21:19:07 BDT 2016
769917228414361600,Manchester City - West Ham 2:0 #MCFC #WHUFC

More info: https://t.co/chVxG1YElT https://t.co/4J314Qu34K,Sun Aug 28 21:19:06 BDT 2016
769917232264712192,@ManCity ?????????????? 2-0 inside 17 mins. Pep is a absolute legend. Well done @fernandinho,Sun Aug 28 21:19:07 BDT 2016
769917233204228096,RT @JoinUnited: Thousands in attendance United Games Event coverage-day 2 Follow us. Register for free play or as affiliate@ https://t.co/i?,Sun Aug 28 21:19:07 BDT 2016
769917233107795969,That left back Masuaku for @WestHamUtd is shite,Sun Aug 28 21:19:07 BDT 2016
769917232768057345,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:19:07 BDT 2016
769917233191653376,2-0 City! ???? 18 mins gone. #MCIWHU #ManCity #WestHam #PremierLeague,Sun Aug 28 21:19:07 BDT 2016
769917234609139712,Watching City ?? Soakin up #game ?? #mcfc #PremierLeague,Sun Aug 28 21:19:07 BDT 2016
